time,lat,lon,alt_GND[m],temp[Â°C],v[kmh],v[knts],cours[deg],Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg_s],Gyro_y[deg_s],Gyro_z[deg_s],sat[n]
2025-05-06_13-31-13,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-13,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.555321666666664,10.026495,4.8,0,54.66,29.50,198.46,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.555321666666664,10.026495,4.8,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-14,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.55519,10.02642,4.3,0,54.62,29.48,197.01,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.55519,10.02642,4.3,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-15,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.555056666666665,10.026355,3.6,0,54.63,29.48,195.08,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.555056666666665,10.026355,3.6,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-16,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.554923333333335,10.026295,3.0,0,54.67,29.51,193.37,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.554923333333335,10.026295,3.0,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-17,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.55479,10.026243333333333,2.3,0,54.76,29.55,192.84,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.55479,10.026243333333333,2.3,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-18,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554653333333334,10.026191666666668,1.7,0,55.06,29.71,192.58,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554653333333334,10.026191666666668,1.7,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-19,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-20,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-20,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-20,53.554518333333334,10.026141666666666,1.1,0,54.99,29.68,192.51,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-20,53.554518333333334,10.026141666666666,1.1,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],17
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-20,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.554386666666666,10.02609,0.5,0,52.8,28.50,192.34,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.554386666666666,10.02609,0.5,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-21,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55426166666667,10.026043333333334,0.0,0,53.63,28.94,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55426166666667,10.026043333333334,0.0,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-22,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.55414666666667,10.026003333333334,-0.4,0,43.99,23.74,192.3,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.55414666666667,10.026003333333334,-0.4,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.554045,10.025966666666667,-0.6,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.554045,10.025966666666667,-0.6,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.554045,10.025966666666667,-0.6,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.554045,10.025966666666667,-0.6,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
2025-05-06_13-31-23,53.554045,10.025966666666667,-0.6,0,39.71,21.43,192.23,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],18
